"v.n_t","v.results","t","t_inv","s_group"
2557,0.0388689952308858,8,0.125,"1"
2539.55555555556,0.0454446916824453,9,0.111111111111111,"1"
2535.6,0.0378459413979558,10,0.1,"1"
2527.81818181818,0.0397512403297879,11,0.0909090909090909,"1"
2534.08333333333,0.0402114148926344,12,0.0833333333333333,"1"
2540.76923076923,0.0362654939830182,13,0.0769230769230769,"1"
2526.71428571429,0.0554052325465915,14,0.0714285714285714,"1"
2536.2,0.0415953352041323,15,0.0666666666666667,"1"
2531.3125,0.0323878423276396,16,0.0625,"1"
2535,0.0414026941481547,17,0.0588235294117647,"1"
2532.55555555556,0.0452922619477406,18,0.0555555555555556,"1"
2534.31578947368,0.0418939532670465,19,0.0526315789473684,"1"
2528.625,0.0591939023476444,8,0.125,"1"
2542.77777777778,0.0653771219356879,9,0.111111111111111,"1"
2526.4,0.0391094069526533,10,0.1,"1"
2530.63636363636,0.0356889491999107,11,0.0909090909090909,"1"
2537.08333333333,0.043008158394893,12,0.0833333333333333,"1"
2529.15384615385,0.0454929367095632,13,0.0769230769230769,"1"
2532.28571428571,0.0255931116500959,14,0.0714285714285714,"1"
2526.26666666667,0.0402191658796835,15,0.0666666666666667,"1"
2539.375,0.0470236184971363,16,0.0625,"1"
2532.47058823529,0.0452098151046665,17,0.0588235294117647,"1"
2533.66666666667,0.0449674091437033,18,0.0555555555555556,"1"
2534.31578947368,0.0418939532670465,19,0.0526315789473684,"1"
2517.75,0.0545680389448317,8,0.125,"2"
2539.88888888889,0.0396329682130621,9,0.111111111111111,"2"
2537.2,0.0397084269305472,10,0.1,"2"
2527.63636363636,0.0368669670817291,11,0.0909090909090909,"2"
2535.25,0.0418067086590813,12,0.0833333333333333,"2"
2542.23076923077,0.0408211832311156,13,0.0769230769230769,"2"
2523.85714285714,0.0438637424167725,14,0.0714285714285714,"2"
2538.46666666667,0.0392131248779933,15,0.0666666666666667,"2"
2533.25,0.0389741489301095,16,0.0625,"2"
2541.11764705882,0.0410502878619576,17,0.0588235294117647,"2"
2534.38888888889,0.03876970668905,18,0.0555555555555556,"2"
