"v.n_t","v.results","t","t_inv","s_group"
2385.5,0.0675489109385956,8,0.125,"1"
2382.22222222222,0.067474534412357,9,0.111111111111111,"1"
2372.7,0.0731727382048985,10,0.1,"1"
2389.18181818182,0.081763322208949,11,0.0909090909090909,"1"
2392.5,0.0849899627157918,12,0.0833333333333333,"1"
2392.53846153846,0.0757893226321512,13,0.0769230769230769,"1"
2389.71428571429,0.0745896817336363,14,0.0714285714285714,"1"
2387.66666666667,0.0744905992349592,15,0.0666666666666667,"1"
2383.625,0.07691002804212,16,0.0625,"1"
2386,0.0754230048984238,17,0.0588235294117647,"1"
2387.16666666667,0.0731785065703771,18,0.0555555555555556,"1"
2388.26315789474,0.0752595164835586,19,0.0526315789473684,"1"
2386.125,0.0692387050588985,8,0.125,"1"
2396.66666666667,0.0745355757503181,9,0.111111111111111,"1"
2396.4,0.0794046121689036,10,0.1,"1"
2386.45454545455,0.0934869544351065,11,0.0909090909090909,"1"
2399.25,0.083736506481498,12,0.0833333333333333,"1"
2385.61538461538,0.0729346897512137,13,0.0769230769230769,"1"
2378.21428571429,0.0762173932201607,14,0.0714285714285714,"1"
2388.13333333333,0.0725531550603466,15,0.0666666666666667,"1"
2393.3125,0.0753224524626868,16,0.0625,"1"
2385.52941176471,0.0753229802610734,17,0.0588235294117647,"1"
2387.16666666667,0.0731785065703771,18,0.0555555555555556,"1"
2388.26315789474,0.0752595164835586,19,0.0526315789473684,"1"
2392.625,0.089102933157354,8,0.125,"2"
2388,0.0696249911358046,9,0.111111111111111,"2"
2393,0.0833378950859076,10,0.1,"2"
2396.63636363636,0.0821276665018986,11,0.0909090909090909,"2"
2392.75,0.0783792849986213,12,0.0833333333333333,"2"
2389.76923076923,0.0842320060744043,13,0.0769230769230769,"2"
2389,0.0748194832801398,14,0.0714285714285714,"2"
2387.86666666667,0.0730599684459145,15,0.0666666666666667,"2"
2383.75,0.0787926527157533,16,0.0625,"2"
2387.82352941176,0.0733738917299069,17,0.0588235294117647,"2"
2387.55555555556,0.0751016444729445,18,0.0555555555555556,"2"
2388.26315789474,0.0752595164835586,19,0.0526315789473684,"2"
2405.375,0.0851719883296054,8,0.125,"2"
2393.55555555556,0.0792908803685235,9,0.111111111111111,"2"
2399.7,0.0627899895670966,10,0.1,"2"
2389.90909090909,0.091452480565214,11,0.0909090909090909,"2"
2382.16666666667,0.0709558726126458,12,0.0833333333333333,"2"
2376.76923076923,0.0801982878921123,13,0.0769230769230769,"2"
2387.14285714286,0.0841204885667615,14,0.0714285714285714,"2"
2390.73333333333,0.0790428493868322,15,0.0666666666666667,"2"
2392.0625,0.0822430696413384,16,0.0625,"2"
2391,0.073847106621891,17,0.0588235294117647,"2"
2384.77777777778,0.0730388350038048,18,0.0555555555555556,"2"
2388.26315789474,0.0752595164835586,19,0.0526315789473684,"2"
2390.875,0.0779075950279414,8,0.125,"3"
2390.88888888889,0.0763649583563809,9,0.111111111111111,"3"
2397.8,0.064765567196196,10,0.1,"3"
2395.90909090909,0.0679192492711902,11,0.0909090909090909,"3"
2393.66666666667,0.0791628465330736,12,0.0833333333333333,"3"
2385.69230769231,0.0690520403421412,13,0.0769230769230769,"3"
2383.57142857143,0.0703825482302491,14,0.0714285714285714,"3"
2385.06666666667,0.0751728938197038,15,0.0666666666666667,"3"
2385.5625,0.0722587374248023,16,0.0625,"3"
2388.41176470588,0.0684660243145121,17,0.0588235294117647,"3"
2387.38888888889,0.0717058939332968,18,0.0555555555555556,"3"
2388.26315789474,0.0752595164835586,19,0.0526315789473684,"3"
2393.375,0.0841795309393226,8,0.125,"3"
2373.44444444444,0.0791685776310509,9,0.111111111111111,"3"
2391.7,0.0786624840304842,10,0.1,"3"
2388.18181818182,0.0811293842110021,11,0.0909090909090909,"3"
2391.08333333333,0.0813105700845486,12,0.0833333333333333,"3"
2391.76923076923,0.0729581951119111,13,0.0769230769230769,"3"
2394.85714285714,0.0751315511065416,14,0.0714285714285714,"3"
2391.86666666667,0.0819441135122832,15,0.0666666666666667,"3"
2387,0.0794950479571866,16,0.0625,"3"
2388.58823529412,0.0745464751841744,17,0.0588235294117647,"3"
2389.05555555556,0.0760281705063936,18,0.0555555555555556,"3"
2388.26315789474,0.0752595164835586,19,0.0526315789473684,"3"
2385.5,0.0769777149940617,8,0.125,"4"
