"v.n_t","v.results","t","t_inv","s_group"
2540.125,0.0488665970508209,8,0.125,"1"
2529.33333333333,0.0202014780210789,9,0.111111111111111,"1"
2526.2,0.0463958690329738,10,0.1,"1"
2540.09090909091,0.0495287375768291,11,0.0909090909090909,"1"
2528.25,0.0250638596706844,12,0.0833333333333333,"1"
2536,0.0561469097750082,13,0.0769230769230769,"1"
2528.92857142857,0.029412593275007,14,0.0714285714285714,"1"
2537.93333333333,0.0357471047675944,15,0.0666666666666667,"1"
2534.1875,0.0510688329453922,16,0.0625,"1"
2533.35294117647,0.0358793104508936,17,0.0588235294117647,"1"
2532.72222222222,0.0387753598380267,18,0.0555555555555556,"1"
2534.31578947368,0.0418939532670465,19,0.0526315789473684,"1"
2541.125,0.0541322393100848,8,0.125,"1"
2533.11111111111,0.0454639517100338,9,0.111111111111111,"1"
2535,0.0374171171313897,10,0.1,"1"
2529,0.0472538298701013,11,0.0909090909090909,"1"
2538,0.0304329117501317,12,0.0833333333333333,"1"
2534.61538461538,0.038326207860189,13,0.0769230769230769,"1"
2531.07142857143,0.0391802071898352,14,0.0714285714285714,"1"
2533.86666666667,0.0469441691481749,15,0.0666666666666667,"1"
2533.25,0.0378550737051271,16,0.0625,"1"
2532.11764705882,0.0356609934116489,17,0.0588235294117647,"1"
2532.88888888889,0.0469204218739166,18,0.0555555555555556,"1"
2534.31578947368,0.0418939532670465,19,0.0526315789473684,"1"
2548,0.0327198513950363,8,0.125,"2"
2538.66666666667,0.0542980712906784,9,0.111111111111111,"2"
2532.7,0.0548567553853589,10,0.1,"2"
2526.09090909091,0.0389809866798191,11,0.0909090909090909,"2"
2519.08333333333,0.0452116956310833,12,0.0833333333333333,"2"
2545.84615384615,0.0442551095657946,13,0.0769230769230769,"2"
2527.64285714286,0.0529938547568176,14,0.0714285714285714,"2"
2532.4,0.0455586395435504,15,0.0666666666666667,"2"
2537.1875,0.0377832383312451,16,0.0625,"2"
2533.70588235294,0.0415753148545373,17,0.0588235294117647,"2"
2534.77777777778,0.0434435746684032,18,0.0555555555555556,"2"
2534.31578947368,0.0418939532670465,19,0.0526315789473684,"2"
2539.25,0.0602380766743023,8,0.125,"2"
2541.77777777778,0.0284164473683225,9,0.111111111111111,"2"
2547.4,0.030802264354471,10,0.1,"2"
2529.18181818182,0.0259512687268004,11,0.0909090909090909,"2"
2536.91666666667,0.0260303104656102,12,0.0833333333333333,"2"
2531.76923076923,0.0383089027690704,13,0.0769230769230769,"2"
2523.92857142857,0.0443504241572374,14,0.0714285714285714,"2"
2533.2,0.0422827733117494,15,0.0666666666666667,"2"
2537.0625,0.0508774438754263,16,0.0625,"2"
2538.94117647059,0.0472939240365057,17,0.0588235294117647,"2"
2535.11111111111,0.04459121585151,18,0.0555555555555556,"2"
2534.31578947368,0.0418939532670465,19,0.0526315789473684,"2"
2545.875,0.0510918569363145,8,0.125,"3"
2543.44444444444,0.0397794321398756,9,0.111111111111111,"3"
2533.3,0.0395639374877345,10,0.1,"3"
2542.09090909091,0.0432690636813363,11,0.0909090909090909,"3"
2532.75,0.0575377905579854,12,0.0833333333333333,"3"
2536.92307692308,0.047496433117018,13,0.0769230769230769,"3"
2530,0.0471964448551343,14,0.0714285714285714,"3"
2534.6,0.0413996246427761,15,0.0666666666666667,"3"
2536,0.0454828381348246,16,0.0625,"3"
2529.94117647059,0.0361666024696465,17,0.0588235294117647,"3"
2534.61111111111,0.0401781872022777,18,0.0555555555555556,"3"
2534.31578947368,0.0418939532670465,19,0.0526315789473684,"3"
2522.375,0.0467472148722924,8,0.125,"3"
2547.11111111111,0.0255040333564795,9,0.111111111111111,"3"
2534.4,0.0368155436789174,10,0.1,"3"
2530.90909090909,0.0490327037951346,11,0.0909090909090909,"3"
2536.08333333333,0.0294195226085484,12,0.0833333333333333,"3"
2527.53846153846,0.0432694877047906,13,0.0769230769230769,"3"
2537.14285714286,0.0433247927309588,14,0.0714285714285714,"3"
2534.6,0.0532733457371545,15,0.0666666666666667,"3"
2536.875,0.0372642355008473,16,0.0625,"3"
2534.52941176471,0.0459549523637083,17,0.0588235294117647,"3"
2533.27777777778,0.0495839118711973,18,0.0555555555555556,"3"
2534.31578947368,0.0418939532670465,19,0.0526315789473684,"3"
2540.625,0.0235643762721558,8,0.125,"4"
2524,0.0356379510831169,9,0.111111111111111,"4"
2528.7,0.0436739116886776,10,0.1,"4"
2533.90909090909,0.0318720316895078,11,0.0909090909090909,"4"
2539.83333333333,0.0323260092547809,12,0.0833333333333333,"4"
2533.30769230769,0.0593957434959233,13,0.0769230769230769,"4"
2540.64285714286,0.056986340233846,14,0.0714285714285714,"4"
2539.86666666667,0.0451420621225418,15,0.0666666666666667,"4"
2536.875,0.0409230934498983,16,0.0625,"4"
2530.94117647059,0.0472455176364231,17,0.0588235294117647,"4"
2533.88888888889,0.0458419765495161,18,0.0555555555555556,"4"
2534.31578947368,0.0418939532670465,19,0.0526315789473684,"4"
2528.5,0.0688847998852268,8,0.125,"4"
2526,0.0420400084151583,9,0.111111111111111,"4"
2526.4,0.0131352118247186,10,0.1,"4"
2547.54545454545,0.0526409467293748,11,0.0909090909090909,"4"
2542.58333333333,0.0414091481085363,12,0.0833333333333333,"4"
2525.46153846154,0.0253978379016368,13,0.0769230769230769,"4"
2529.28571428571,0.0386290467115802,14,0.0714285714285714,"4"
2535.2,0.0388117757744864,15,0.0666666666666667,"4"
2540.3125,0.0416626168800736,16,0.0625,"4"
2530,0.0387917415837449,17,0.0588235294117647,"4"
2537.55555555556,0.0379842366784237,18,0.0555555555555556,"4"
2534.31578947368,0.0418939532670465,19,0.0526315789473684,"4"
