"v.n_t","v.results","t","t_inv","s_group"
2394.5,0.0832152729129936,8,0.125,"1"
2372.55555555556,0.084008303759843,9,0.111111111111111,"1"
2383.4,0.0921794090988748,10,0.1,"1"
2391.90909090909,0.0787651958878881,11,0.0909090909090909,"1"
2389.75,0.0689718633223789,12,0.0833333333333333,"1"
2392.84615384615,0.0655713205802145,13,0.0769230769230769,"1"
2377.42857142857,0.0712464959069471,14,0.0714285714285714,"1"
2384.4,0.0862441356927059,15,0.0666666666666667,"1"
2389,0.0674483727528901,16,0.0625,"1"
2390.47058823529,0.0768849999174573,17,0.0588235294117647,"1"
2389.72222222222,0.0762367343632483,18,0.0555555555555556,"1"
2388.26315789474,0.0752595164835586,19,0.0526315789473684,"1"
2401,0.0865873977520607,8,0.125,"1"
2397.55555555556,0.0876238433639979,9,0.111111111111111,"1"
2385.9,0.0530489194338812,10,0.1,"1"
2391.72727272727,0.0912626494796642,11,0.0909090909090909,"1"
2371.83333333333,0.0769958939145363,12,0.0833333333333333,"1"
2400.15384615385,0.0860892082026759,13,0.0769230769230769,"1"
2388.28571428571,0.0714329861324534,14,0.0714285714285714,"1"
2380.86666666667,0.0800426047736762,15,0.0666666666666667,"1"
2392.5625,0.0805965399003181,16,0.0625,"1"
2387.88235294118,0.073774663753259,17,0.0588235294117647,"1"
2388.05555555556,0.0795142965105147,18,0.0555555555555556,"1"
2388.26315789474,0.0752595164835586,19,0.0526315789473684,"1"
2398.875,0.082740218643041,8,0.125,"2"
2388.66666666667,0.0751850604539571,9,0.111111111111111,"2"
2393.3,0.0861909494245961,10,0.1,"2"
2393.90909090909,0.0832181145227469,11,0.0909090909090909,"2"
2391.75,0.092168128897132,12,0.0833333333333333,"2"
2394.23076923077,0.0853127533663859,13,0.0769230769230769,"2"
2390.5,0.0771014180923668,14,0.0714285714285714,"2"
2388.73333333333,0.0821609070756053,15,0.0666666666666667,"2"
2389.375,0.079315730103143,16,0.0625,"2"
2388.23529411765,0.075180893657016,17,0.0588235294117647,"2"
2388.66666666667,0.0822968937417235,18,0.0555555555555556,"2"
2388.26315789474,0.0752595164835586,19,0.0526315789473684,"2"
2394.75,0.100576670577303,8,0.125,"2"
2381.33333333333,0.0972497277116872,9,0.111111111111111,"2"
2397.7,0.0914669385298112,10,0.1,"2"
2384.63636363636,0.0730510559777404,11,0.0909090909090909,"2"
2385.83333333333,0.0688809885429608,12,0.0833333333333333,"2"
2385,0.0864207139638717,13,0.0769230769230769,"2"
2383.78571428571,0.0863404674872128,14,0.0714285714285714,"2"
2392.46666666667,0.0795125717852507,15,0.0666666666666667,"2"
2389.9375,0.0853883564641444,16,0.0625,"2"
2385.88235294118,0.0778945418228339,17,0.0588235294117647,"2"
2383.27777777778,0.0726371510382254,18,0.0555555555555556,"2"
2388.26315789474,0.0752595164835586,19,0.0526315789473684,"2"
2387.625,0.0858383697462536,8,0.125,"3"
2372.66666666667,0.0997519371321487,9,0.111111111111111,"3"
2389.1,0.0749983726469231,10,0.1,"3"
2390.36363636364,0.0759851843424738,11,0.0909090909090909,"3"
2385.33333333333,0.0733752090256268,12,0.0833333333333333,"3"
2390.23076923077,0.0727864123550593,13,0.0769230769230769,"3"
2391.07142857143,0.0747587366597538,14,0.0714285714285714,"3"
2385.53333333333,0.0787054301127441,15,0.0666666666666667,"3"
2396,0.0731004256552487,16,0.0625,"3"
2391,0.0772538982578267,17,0.0588235294117647,"3"
2391.5,0.0770468892747108,18,0.0555555555555556,"3"
2388.26315789474,0.0752595164835586,19,0.0526315789473684,"3"
2378.5,0.0977356717929447,8,0.125,"3"
2385,0.0865010181794999,9,0.111111111111111,"3"
2381.9,0.0895207524456231,10,0.1,"3"
2379.36363636364,0.0795231408906691,11,0.0909090909090909,"3"
2380.75,0.0724717304822184,12,0.0833333333333333,"3"
2387.23076923077,0.0708977232645919,13,0.0769230769230769,"3"
2389.71428571429,0.0775754402408133,14,0.0714285714285714,"3"
2383.26666666667,0.0782371926946823,15,0.0666666666666667,"3"
2391.0625,0.0758696274339375,16,0.0625,"3"
2387.58823529412,0.0774879961402215,17,0.0588235294117647,"3"
2389.33333333333,0.0769074896692879,18,0.0555555555555556,"3"
2388.26315789474,0.0752595164835586,19,0.0526315789473684,"3"
2396.25,0.0712971230911272,8,0.125,"4"
2395.55555555556,0.0755924421264815,9,0.111111111111111,"4"
2399.8,0.0587642054772634,10,0.1,"4"
2391.90909090909,0.0592707948710403,11,0.0909090909090909,"4"
2388.58333333333,0.083712388858346,12,0.0833333333333333,"4"
2387.92307692308,0.0851657134212619,13,0.0769230769230769,"4"
2391.28571428571,0.0677411375545687,14,0.0714285714285714,"4"
2387.66666666667,0.0715605738452809,15,0.0666666666666667,"4"
2387,0.0735194690562045,16,0.0625,"4"
