"v.n_t","v.results","t","t_inv","s_group"
2536.625,0.0742935766866018,8,0.125,"1"
2537.44444444444,0.062057103376076,9,0.111111111111111,"1"
2528.5,0.0295515178839769,10,0.1,"1"
2523,0.0356629767171216,11,0.0909090909090909,"1"
2523.25,0.0432779965124165,12,0.0833333333333333,"1"
2529.23076923077,0.0431567440306606,13,0.0769230769230769,"1"
2542.28571428571,0.0567146177391365,14,0.0714285714285714,"1"
2535.6,0.0543962516386509,15,0.0666666666666667,"1"
2539.5625,0.0585025534433516,16,0.0625,"1"
2539.11764705882,0.0548288792087277,17,0.0588235294117647,"1"
2536.22222222222,0.0493486055493396,18,0.0555555555555556,"1"
2534.31578947368,0.0488337174874705,19,0.0526315789473684,"1"
2521.875,0.052945709083416,8,0.125,"1"
2522.11111111111,0.0387794190667273,9,0.111111111111111,"1"
2544.6,0.0575986462108681,10,0.1,"1"
2535.63636363636,0.0434224825263893,11,0.0909090909090909,"1"
2541.91666666667,0.0597861609212567,12,0.0833333333333333,"1"
2532.15384615385,0.0509610263280651,13,0.0769230769230769,"1"
2533.14285714286,0.0468505719285387,14,0.0714285714285714,"1"
2527.4,0.0399536912965663,15,0.0666666666666667,"1"
2538.25,0.0560467557134694,16,0.0625,"1"
2533.58823529412,0.0511770138251664,17,0.0588235294117647,"1"
2536.44444444444,0.0495022172161295,18,0.0555555555555556,"1"
2534.31578947368,0.0488337174874705,19,0.0526315789473684,"1"
2527.625,0.0691251148748691,8,0.125,"2"
2545.88888888889,0.0455460240918396,9,0.111111111111111,"2"
2534.5,0.0530231453103845,10,0.1,"2"
2545.27272727273,0.0460133065449617,11,0.0909090909090909,"2"
2526.83333333333,0.0452531718139732,12,0.0833333333333333,"2"
2540.69230769231,0.0504025257836023,13,0.0769230769230769,"2"
2529.64285714286,0.0534274051712632,14,0.0714285714285714,"2"
2536.06666666667,0.0465265743888046,15,0.0666666666666667,"2"
2532.6875,0.0464584576107152,16,0.0625,"2"
2531.88235294118,0.0514512151107961,17,0.0588235294117647,"2"
2537.44444444444,0.0505184606979628,18,0.0555555555555556,"2"
2534.31578947368,0.0488337174874705,19,0.0526315789473684,"2"
2542.375,0.0547190445534764,8,0.125,"2"
2547.88888888889,0.0577881377963945,9,0.111111111111111,"2"
2521.4,0.0396708498779898,10,0.1,"2"
2530.45454545455,0.0388145353088889,11,0.0909090909090909,"2"
2535,0.0494146211939536,12,0.0833333333333333,"2"
2532.07692307692,0.0451572294120928,13,0.0769230769230769,"2"
2523.92857142857,0.0554720613514387,14,0.0714285714285714,"2"
2526.73333333333,0.0476809648521814,15,0.0666666666666667,"2"
2527.3125,0.0444847397461104,16,0.0625,"2"
2537.52941176471,0.0546563629181774,17,0.0588235294117647,"2"
2531.61111111111,0.0475140007199147,18,0.0555555555555556,"2"
2534.31578947368,0.0488337174874705,19,0.0526315789473684,"2"
2537.375,0.0547809560044915,8,0.125,"3"
2530.55555555556,0.0643125858343678,9,0.111111111111111,"3"
2537.1,0.0568872765116929,10,0.1,"3"
2536,0.0472718845094136,11,0.0909090909090909,"3"
2543.5,0.0377982262491418,12,0.0833333333333333,"3"
2531.69230769231,0.0526406774161892,13,0.0769230769230769,"3"
2537.07142857143,0.0434394336806043,14,0.0714285714285714,"3"
2533,0.0431855167131023,15,0.0666666666666667,"3"
2536.0625,0.0457066641758609,16,0.0625,"3"
2534.23529411765,0.0524396073372621,17,0.0588235294117647,"3"
2534.88888888889,0.0493450239528526,18,0.0555555555555556,"3"
2534.31578947368,0.0488337174874705,19,0.0526315789473684,"3"
2539.875,0.0535580968986503,8,0.125,"3"
2527,0.054315680645917,9,0.111111111111111,"3"
2532.3,0.042516558139061,10,0.1,"3"
2536.63636363636,0.0423253819893112,11,0.0909090909090909,"3"
2535,0.0405906386894232,12,0.0833333333333333,"3"
2534.30769230769,0.0339588188251632,13,0.0769230769230769,"3"
2531.14285714286,0.0435368938344213,14,0.0714285714285714,"3"
2530.06666666667,0.0576641018460108,15,0.0666666666666667,"3"
2536.1875,0.0445957195487412,16,0.0625,"3"
2534.05882352941,0.046624664401605,17,0.0588235294117647,"3"
2535,0.0521048060950774,18,0.0555555555555556,"3"
2534.31578947368,0.0488337174874705,19,0.0526315789473684,"3"
2529.25,0.0541243466274465,8,0.125,"4"
2519.66666666667,0.0318873049467629,9,0.111111111111111,"4"
2540.7,0.0601664927028329,10,0.1,"4"
2532.09090909091,0.0528583258280983,11,0.0909090909090909,"4"
2529.16666666667,0.0438113636779848,12,0.0833333333333333,"4"
2532.76923076923,0.0686770617404238,13,0.0769230769230769,"4"
2532,0.0477222121714534,14,0.0714285714285714,"4"
2535.6,0.0550331111859318,15,0.0666666666666667,"4"
2539.0625,0.0434211469030854,16,0.0625,"4"
2539.76470588235,0.0463868812935877,17,0.0588235294117647,"4"
2533.38888888889,0.0471295847132097,18,0.0555555555555556,"4"
2534.31578947368,0.0488337174874705,19,0.0526315789473684,"4"
2540.75,0.0485984585806396,8,0.125,"4"
2529.33333333333,0.0585085776552181,9,0.111111111111111,"4"
2540.4,0.0470188988473111,10,0.1,"4"
2526.81818181818,0.0563495336743003,11,0.0909090909090909,"4"
2538.91666666667,0.0490719150020181,12,0.0833333333333333,"4"
2527,0.0498436857459641,13,0.0769230769230769,"4"
2536.71428571429,0.0450892229011051,14,0.0714285714285714,"4"
2541.73333333333,0.0443537586056798,15,0.0666666666666667,"4"
2533.25,0.0512859879075315,16,0.0625,"4"
2535.17647058824,0.0442497064985013,17,0.0588235294117647,"4"
2536.22222222222,0.0484634106788295,18,0.0555555555555556,"4"
2534.31578947368,0.0488337174874705,19,0.0526315789473684,"4"
