="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)"
="",="(0.002)",="(0.002)",="(0.002)",="(0.001)",="(0.002)",="(0.001)"
="Experience^{2}",="-0.000***",="-0.000***",="-0.000***",="-0.000***",="-0.000***",="-0.000***"
="",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)"
="University",="0.218***",="0.371***",="0.193***",="0.172***",="0.317***",="0.169***"
="",="(0.016)",="(0.017)",="(0.016)",="(0.011)",="(0.011)",="(0.011)"
="Diploma / Cert",="0.058***",="0.095***",="0.052***",="0.042***",="0.054***",="0.048***"
="",="(0.010)",="(0.012)",="(0.010)",="(0.008)",="(0.009)",="(0.008)"
="1 child",="0.015",="",="0.016",="-0.020***",="",="-0.013"
="",="(0.011)",="",="(0.011)",="(0.008)",="",="(0.008)"
="2 children",="0.056***",="",="0.064***",="0.013",="",="0.016*"
="",="(0.012)",="",="(0.012)",="(0.009)",="",="(0.008)"
="3 children",="0.063***",="",="0.056***",="0.014",="",="0.020"
="",="(0.021)",="",="(0.020)",="(0.014)",="",="(0.014)"
="4+ children",="0.013",="",="-0.000",="0.014",="",="0.029"
="",="(0.035)",="",="(0.036)",="(0.028)",="",="(0.028)"
="Poor health",="-0.053***",="-0.068***",="-0.055***",="-0.026***",="-0.036***",="-0.027***"
="",="(0.010)",="(0.011)",="(0.009)",="(0.007)",="(0.008)",="(0.007)"
="Born - Eng speaking",="0.053***",="0.057***",="0.024",="0.040***",="0.038***",="0.022**"
="",="(0.017)",="(0.019)",="(0.016)",="(0.010)",="(0.012)",="(0.010)"
="Born - Non-Eng speaking",="-0.085***",="-0.097***",="-0.092***",="0.003",="-0.030**",="-0.011"
="",="(0.015)",="(0.020)",="(0.014)",="(0.011)",="(0.013)",="(0.011)"
="Married / De Facto",="0.060***",="0.079***",="0.063***",="0.019**",="0.020*",="0.024***"
="",="(0.012)",="(0.014)",="(0.010)",="(0.009)",="(0.011)",="(0.008)"
="Seperated / Widowed",="0.007",="-0.009",="0.012",="-0.001",="-0.026*",="-0.002"
="",="(0.023)",="(0.025)",="(0.019)",="(0.012)",="(0.015)",="(0.012)"
="Rural",="-0.059***",="-0.091***",="-0.038***",="-0.011",="-0.031***",="-0.002"
="",="(0.016)",="(0.016)",="(0.014)",="(0.009)",="(0.011)",="(0.009)"
="VIC",="-0.024*",="",="-0.029**",="-0.040***",="",="-0.040***"
="",="(0.014)",="",="(0.012)",="(0.010)",="",="(0.009)"
="WA",="0.040**",="",="0.055***",="-0.009",="",="-0.010"
="",="(0.019)",="",="(0.017)",="(0.013)",="",="(0.012)"
="QLD",="-0.035**",="",="-0.030**",="-0.039***",="",="-0.036***"
="",="(0.014)",="",="(0.013)",="(0.009)",="",="(0.009)"
="SA",="-0.068***",="",="-0.067***",="-0.016",="",="-0.011"
="",="(0.014)",="",="(0.014)",="(0.012)",="",="(0.011)"
="NT",="-0.008",="",="0.013",="-0.002",="",="-0.001"
="",="(0.068)",="",="(0.069)",="(0.054)",="",="(0.044)"
="TAS",="-0.100***",="",="-0.090***",="-0.045***",="",="-0.050***"
="",="(0.022)",="",="(0.020)",="(0.015)",="",="(0.018)"
="ACT",="0.128***",="",="0.106***",="0.055**",="",="0.061***"
="",="(0.029)",="",="(0.030)",="(0.023)",="",="(0.022)"
="Shiftwork",="0.097***",="",="0.062***",="0.046***",="",="0.021***"
="",="(0.012)",="",="(0.010)",="(0.008)",="",="(0.008)"
="Part Time",="-0.074***",="-0.095***",="-0.052***",="-0.003",="-0.016**",="0.003"
="",="(0.017)",="(0.019)",="(0.017)",="(0.007)",="(0.008)",="(0.007)"
="41+ hours",="0.002",="",="-0.003",="-0.072***",="",="-0.077***"
="",="(0.009)",="",="(0.008)",="(0.009)",="",="(0.009)"
="Casual",="0.001",="-0.031**",="0.029**",="0.012",="-0.031***",="0.033***"
="",="(0.012)",="(0.012)",="(0.013)",="(0.008)",="(0.010)",="(0.008)"
="Tenure",="0.005***",="0.006***",="0.003***",="0.003***",="0.004***",="0.003***"
="",="(0.001)",="(0.001)",="(0.001)",="(0.001)",="(0.001)",="(0.001)"
="Wave=2",="-0.004",="0.004",="0.003",="-0.005",="0.007",="-0.010"
="",="(0.013)",="(0.014)",="(0.014)",="(0.012)",="(0.010)",="(0.012)"
="Wave=3",="0.010",="0.013",="0.014",="0.027**",="0.017",="0.029**"
="",="(0.017)",="(0.015)",="(0.016)",="(0.012)",="(0.012)",="(0.013)"
="Wave=4",="0.041***",="0.026*",="0.039***",="0.039***",="0.038***",="0.033***"
="",="(0.016)",="(0.015)",="(0.014)",="(0.012)",="(0.011)",="(0.013)"
="Wave=5",="0.062***",="0.046***",="0.050***",="0.045***",="0.052***",="0.042***"
="",="(0.016)",="(0.016)",="(0.015)",="(0.013)",="(0.012)",="(0.012)"
="Wave=6",="0.077***",="0.078***",="0.065***",="0.053***",="0.062***",="0.049***"
="",="(0.015)",="(0.013)",="(0.015)",="(0.012)",="(0.011)",="(0.012)"
="Wave=7",="0.095***",="0.099***",="0.092***",="0.087***",="0.087***",="0.077***"
="",="(0.016)",="(0.016)",="(0.016)",="(0.012)",="(0.013)",="(0.014)"
="Wave=8",="0.084***",="0.093***",="0.081***",="0.087***",="0.101***",="0.084***"
="",="(0.016)",="(0.014)",="(0.015)",="(0.012)",="(0.011)",="(0.013)"
="Wave=9",="0.106***",="0.110***",="0.107***",="0.109***",="0.112***",="0.099***"
="",="(0.014)",="(0.015)",="(0.014)",="(0.012)",="(0.013)",="(0.013)"
="Wave=10",="0.133***",="0.130***",="0.128***",="0.121***",="0.122***",="0.112***"
="",="(0.015)",="(0.015)",="(0.016)",="(0.012)",="(0.011)",="(0.012)"
="Wave=11",="0.129***",="0.124***",="0.126***",="0.118***",="0.126***",="0.108***"
="",="(0.016)",="(0.015)",="(0.014)",="(0.011)",="(0.012)",="(0.011)"
="Wave=12",="0.158***",="0.151***",="0.157***",="0.116***",="0.121***",="0.109***"
="",="(0.015)",="(0.016)",="(0.015)",="(0.012)",="(0.011)",="(0.012)"
="Wave=13",="0.145***",="0.145***",="0.140***",="0.113***",="0.113***",="0.106***"
="",="(0.016)",="(0.016)",="(0.015)",="(0.012)",="(0.011)",="(0.013)"
="Wave=14",="0.149***",="0.153***",="0.148***",="0.124***",="0.123***",="0.113***"
="",="(0.015)",="(0.014)",="(0.016)",="(0.012)",="(0.012)",="(0.013)"
="Wave=15",="0.139***",="0.127***",="0.136***",="0.138***",="0.137***",="0.127***"
="",="(0.015)",="(0.015)",="(0.015)",="(0.013)",="(0.012)",="(0.013)"
="Wave=16",="0.173***",="0.180***",="0.170***",="0.140***",="0.148***",="0.136***"
="",="(0.016)",="(0.015)",="(0.015)",="(0.013)",="(0.012)",="(0.014)"
="Wave=17",="0.166***",="0.153***",="0.166***",="0.148***",="0.142***",="0.137***"
="",="(0.016)",="(0.015)",="(0.016)",="(0.013)",="(0.012)",="(0.014)"
="Wave=18",="0.165***",="0.166***",="0.162***",="0.162***",="0.170***",="0.148***"
="",="(0.015)",="(0.014)",="(0.015)",="(0.012)",="(0.011)",="(0.014)"
="Wave=19",="0.181***",="0.189***",="0.184***",="0.174***",="0.183***",="0.170***"
="",="(0.015)",="(0.016)",="(0.016)",="(0.012)",="(0.012)",="(0.013)"
="Technician / Trades",="-0.175***",="",="-0.169***",="-0.300***",="",="-0.292***"
="",="(0.017)",="",="(0.016)",="(0.022)",="",="(0.020)"
="Administration",="-0.224***",="",="-0.237***",="-0.192***",="",="-0.199***"
="",="(0.018)",="",="(0.017)",="(0.018)",="",="(0.016)"
="Machinery",="-0.291***",="",="-0.301***",="-0.337***",="",="-0.356***"
="",="(0.020)",="",="(0.020)",="(0.032)",="",="(0.036)"
="Professional",="-0.021",="",="-0.041***",="-0.010",="",="-0.022"
="",="(0.016)",="",="(0.015)",="(0.016)",="",="(0.016)"
="Community / Service",="-0.240***",="",="-0.237***",="-0.301***",="",="-0.298***"
="",="(0.022)",="",="(0.022)",="(0.019)",="",="(0.018)"
="Sales",="-0.333***",="",="-0.319***",="-0.322***",="",="-0.322***"
="",="(0.021)",="",="(0.021)",="(0.019)",="",="(0.018)"
="Labourer",="-0.352***",="",="-0.363***",="-0.368***",="",="-0.376***"
="",="(0.021)",="",="(0.019)",="(0.020)",="",="(0.020)"
